Geneid	Chr	Start	End	Strand	Length	gene_name	Excel_name	gene_type
ENSG00000287225	chr22	48474135	48489324	-	15190	Z84468.2	'Z84468.2	lncRNA
ENSG00000287226	chr4	157929071	158094763	-	165693	AC084740.1	'AC084740.1	lncRNA
ENSG00000287227	chr11	26244640	26269415	-	24776	AC021698.1	'AC021698.1	lncRNA
ENSG00000287229	chr12	113863402	113871597	+	8196	AC009731.1	'AC009731.1	lncRNA
ENSG00000287230	chr8	70525053	70535646	-	10594	AC120194.1	'AC120194.1	lncRNA
ENSG00000287231	chr10	111787233	111989909	-	202677	AL136119.1	'AL136119.1	lncRNA
ENSG00000287232	chr3	126213204	126247714	+	34511	AC079848.2	'AC079848.2	lncRNA
ENSG00000287233	chr9	107426405	107428742	+	2338	AL359552.1	'AL359552.1	lncRNA
ENSG00000287234	chr9	129080355	129080765	-	411	AL592211.2	'AL592211.2	lncRNA
ENSG00000287235	chr10	5563295	5566881	-	3587	AL732437.2	'AL732437.2	lncRNA
ENSG00000287236	chr22	37033124	37035513	+	2390	Z73420.1	'Z73420.1	lncRNA
ENSG00000287237	chr12	94260548	94262299	-	1752	AC073655.3	'AC073655.3	lncRNA
ENSG00000287238	chr11	118721104	118729412	-	8309	AP002954.2	'AP002954.2	lncRNA
ENSG00000287239	chr4	89995223	89999409	+	4187	AC105445.1	'AC105445.1	lncRNA
ENSG00000287240	chr12	125159331	125160397	-	1067	AC122688.5	'AC122688.5	lncRNA
ENSG00000287241	chr20	17222851	17226146	-	3296	AL359511.3	'AL359511.3	lncRNA
ENSG00000287242	chr12	124786783	124808790	+	22008	AC073593.2	'AC073593.2	lncRNA
ENSG00000287243	chr12	3483714	3492819	-	9106	AC005908.3	'AC005908.3	lncRNA
ENSG00000287244	chr1	27724822	27725756	-	935	AL020997.5	'AL020997.5	lncRNA
ENSG00000287245	chr11	109946581	109975996	+	29416	AP001981.2	'AP001981.2	lncRNA
ENSG00000287246	chr10	4437102	4448692	+	11591	AC022535.3	'AC022535.3	lncRNA
ENSG00000287247	chr13	53323784	53331065	-	7282	AL450423.2	'AL450423.2	lncRNA
ENSG00000287248	chr18	56026388	56029186	+	2799	AC009271.2	'AC009271.2	lncRNA
ENSG00000287249	chr7	35036836	35125012	+	88177	AC005400.1	'AC005400.1	lncRNA
ENSG00000287250	chr2	73823154	73824593	-	1440	AC073046.4	'AC073046.4	lncRNA
ENSG00000287251	chr11	134945118	134980574	-	35457	AP003062.2	'AP003062.2	lncRNA
ENSG00000287252	chr6	27759870	27763184	+	3315	AL009179.2	'AL009179.2	lncRNA
ENSG00000287253	chr6	117262243	117264817	-	2575	Z98880.1	'Z98880.1	lncRNA
ENSG00000287254	chr19	14217493	14219605	+	2113	AC011509.3	'AC011509.3	lncRNA
ENSG00000287255	chr2	40534806	40545781	+	10976	AC007877.1	'AC007877.1	lncRNA
ENSG00000287256	chr16	51197804	51268117	-	70314	AC137494.1	'AC137494.1	lncRNA
ENSG00000287257	chr17	77386901	77388546	-	1646	AC111182.2	'AC111182.2	lncRNA
ENSG00000287258	chr6	122562172	122621014	-	58843	AL512283.2	'AL512283.2	lncRNA
ENSG00000287259	chr1	226827711	226833906	+	6196	AL359732.1	'AL359732.1	lncRNA
ENSG00000287260	chr6	154510791	154522307	+	11517	AL357075.4	'AL357075.4	lncRNA
ENSG00000287261	chr10	98446346	98453805	+	7460	AL139243.1	'AL139243.1	lncRNA
ENSG00000287262	chr4	39539395	39546073	-	6679	AC021148.2	'AC021148.2	lncRNA
ENSG00000287263	chr5	42983636	42993276	-	9641	AC008875.3	'AC008875.3	lncRNA
ENSG00000287264	chr11	59545602	59558882	+	13281	AP003778.1	'AP003778.1	lncRNA
ENSG00000287265	chr6	285443	292013	-	6571	AL365272.1	'AL365272.1	lncRNA
ENSG00000287266	chr6	43403815	43408341	-	4527	AL359813.2	'AL359813.2	lncRNA
ENSG00000287267	chr15	97557808	97559097	+	1290	AC026523.3	'AC026523.3	lncRNA
ENSG00000287268	chr6	110341973	110354563	+	12591	AL050350.1	'AL050350.1	lncRNA
ENSG00000287269	chr22	36335421	36343530	+	8110	Z82215.1	'Z82215.1	lncRNA
ENSG00000287270	chr13	77569175	77586812	-	17638	AL137140.1	'AL137140.1	lncRNA
ENSG00000287271	chr19	38975161	39014527	+	39367	AC011455.6	'AC011455.6	lncRNA
ENSG00000287272	chr19	29268976	29298576	+	29601	AC007786.4	'AC007786.4	lncRNA
ENSG00000287273	chr3	84940619	84947061	+	6443	AC132660.2	'AC132660.2	lncRNA
ENSG00000287274	chr13	33285866	33290561	+	4696	AL627232.1	'AL627232.1	lncRNA
ENSG00000287275	chr19	9458119	9462388	+	4270	AC011451.4	'AC011451.4	lncRNA
ENSG00000287277	chr10	6824275	7118469	-	294195	AL392086.3	'AL392086.3	lncRNA
ENSG00000287278	chr10	33384891	33390935	+	6045	AL353600.2	'AL353600.2	lncRNA
ENSG00000287279	chr6	28634861	28649538	+	14678	AL121932.2	'AL121932.2	lncRNA
ENSG00000287280	chr15	26403480	26477840	-	74361	AC009878.2	'AC009878.2	lncRNA
ENSG00000287281	chr18	75455787	75468835	+	13049	AC012101.2	'AC012101.2	lncRNA
ENSG00000287282	chr1	169059576	169062441	+	2866	AL031726.2	'AL031726.2	lncRNA
ENSG00000287283	chr1	69706950	69710274	-	3325	AL117353.1	'AL117353.1	lncRNA
ENSG00000287284	chr2	18939697	18946650	+	6954	AC130814.1	'AC130814.1	lncRNA
ENSG00000287285	chr22	16592895	16600110	+	7216	AP000547.4	'AP000547.4	lncRNA
ENSG00000287286	chr3	197665316	197674863	+	9548	AC024560.5	'AC024560.5	lncRNA
ENSG00000287287	chr9	35491133	35491969	-	837	AL133476.1	'AL133476.1	lncRNA
ENSG00000287288	chr20	30294550	30312480	+	17931	AL121762.2	'AL121762.2	lncRNA
ENSG00000287289	chr8	107160354	107166595	+	6242	AP000428.2	'AP000428.2	lncRNA
ENSG00000287290	chr4	116751473	116952699	-	201227	AC093765.3	'AC093765.3	lncRNA
ENSG00000287291	chr2	14705668	14992066	-	286399	AC068286.2	'AC068286.2	lncRNA
ENSG00000287292	chr4	148445703	149024624	+	578922	AC002460.2	'AC002460.2	lncRNA
ENSG00000287293	chr6	729128	760936	-	31809	AL357054.5	'AL357054.5	lncRNA
ENSG00000287294	chr6	84769010	84770219	+	1210	AL035694.1	'AL035694.1	lncRNA
ENSG00000287295	chr18	75506227	75508114	-	1888	AC090812.1	'AC090812.1	lncRNA
ENSG00000287296	chr19	13152252	13152913	-	662	AC011446.3	'AC011446.3	lncRNA
ENSG00000287297	chr6	167644479	167658518	-	14040	AL356123.1	'AL356123.1	lncRNA
ENSG00000287298	chr4	169921417	169923442	+	2026	AC079768.2	'AC079768.2	lncRNA
ENSG00000287299	chr2	200390666	200478018	-	87353	AC012459.1	'AC012459.1	lncRNA
ENSG00000287300	chr6	70345919	70351802	-	5884	AL080275.1	'AL080275.1	lncRNA
ENSG00000287301	chr8	57420834	57423673	+	2840	AC068075.2	'AC068075.2	lncRNA
ENSG00000287302	chr9	96419722	96421129	-	1408	AL133477.3	'AL133477.3	lncRNA
ENSG00000287303	chr8	17604667	17610269	-	5603	AP006248.6	'AP006248.6	lncRNA
ENSG00000287305	chr2	9939088	9950817	-	11730	AC010969.3	'AC010969.3	lncRNA
ENSG00000287306	chr10	69510166	69544257	+	34092	AC016821.1	'AC016821.1	lncRNA
ENSG00000287307	chr17	15062087	15104517	-	42431	AC005772.2	'AC005772.2	lncRNA
ENSG00000287308	chr2	105601146	105636637	+	35492	AC018802.2	'AC018802.2	lncRNA
ENSG00000287309	chr10	10400340	10404203	+	3864	AL583859.3	'AL583859.3	lncRNA
ENSG00000287310	chr14	69582916	69584946	-	2031	AL133445.3	'AL133445.3	lncRNA
ENSG00000287311	chr12	128052122	128068361	-	16240	AC140121.1	'AC140121.1	lncRNA
ENSG00000287312	chr11	3511559	3520886	+	9328	AC127526.4	'AC127526.4	lncRNA
ENSG00000287313	chr2	38408719	38412627	+	3909	AC016995.1	'AC016995.1	lncRNA
ENSG00000287314	chr18	73947880	73957974	+	10095	AC090125.2	'AC090125.2	lncRNA
ENSG00000287315	chr1	228357012	228368554	-	11543	AL670729.3	'AL670729.3	lncRNA
ENSG00000287316	chr2	37466781	37524807	+	58027	AC007391.3	'AC007391.3	lncRNA
ENSG00000287317	chr7	64651655	64655836	+	4182	AC016769.6	'AC016769.6	lncRNA
ENSG00000287318	chr9	25579657	25584272	-	4616	AL353730.1	'AL353730.1	lncRNA
ENSG00000287319	chr3	167794947	167811081	-	16135	AC079822.1	'AC079822.1	lncRNA
ENSG00000287320	chr4	34140598	34180729	-	40132	AC110790.1	'AC110790.1	lncRNA
ENSG00000287321	chr15	97560849	97572707	+	11859	AC026523.4	'AC026523.4	lncRNA
ENSG00000287322	chr8	95039617	95042209	-	2593	AC068189.2	'AC068189.2	lncRNA
ENSG00000287323	chr5	149694237	149696308	+	2072	AC022100.1	'AC022100.1	lncRNA
ENSG00000287324	chr20	63116218	63117205	+	988	AL096828.6	'AL096828.6	lncRNA
ENSG00000287325	chr8	141507333	141509785	+	2453	AC138647.2	'AC138647.2	lncRNA
ENSG00000287326	chr10	126425930	126460957	+	35028	AL589787.1	'AL589787.1	lncRNA
ENSG00000287327	chr10	133588914	133589413	+	500	AL731769.1	'AL731769.1	lncRNA
ENSG00000287329	chr9	65385649	65396372	+	10724	FP326651.1	'FP326651.1	lncRNA
ENSG00000287330	chr13	100338982	100364959	-	25978	AL353697.1	'AL353697.1	lncRNA
ENSG00000287331	chr4	6763508	6767660	+	4153	AC106045.1	'AC106045.1	lncRNA
ENSG00000287332	chr8	142111414	142185527	-	74114	AC103758.1	'AC103758.1	lncRNA
ENSG00000287333	chr9	86127507	86128703	+	1197	AL161447.2	'AL161447.2	lncRNA
ENSG00000287334	chr15	29664477	29669482	+	5006	AC102941.2	'AC102941.2	lncRNA
ENSG00000287335	chr20	48025245	48060271	+	35027	AL139351.3	'AL139351.3	lncRNA
ENSG00000287336	chr1	172210711	172213499	-	2789	AL137157.1	'AL137157.1	lncRNA
ENSG00000287337	chr17	58219375	58233479	+	14105	AC005962.2	'AC005962.2	lncRNA
ENSG00000287338	chr1	223091872	223103335	-	11464	AL929091.1	'AL929091.1	lncRNA
ENSG00000287339	chr12	127149955	127161259	-	11305	AC079949.6	'AC079949.6	lncRNA
ENSG00000287340	chr16	7301605	7304638	-	3034	AC007222.2	'AC007222.2	lncRNA
ENSG00000287342	chr7	329776	333172	-	3397	AC188616.1	'AC188616.1	lncRNA
ENSG00000287343	chr1	209987333	209997092	-	9760	AL022397.1	'AL022397.1	lncRNA
ENSG00000287344	chr2	51977787	52022435	-	44649	AC079304.1	'AC079304.1	lncRNA
ENSG00000287345	chr15	21514144	21544394	+	30251	AC183088.3	'AC183088.3	lncRNA
ENSG00000287346	chr14	103873148	103880381	+	7234	AL132712.2	'AL132712.2	lncRNA
ENSG00000287347	chr6	16901104	16952699	-	51596	AL133405.2	'AL133405.2	lncRNA
ENSG00000287348	chr3	27369568	27387960	+	18393	AC099535.2	'AC099535.2	lncRNA
ENSG00000287349	chr4	183725830	183732570	+	6741	AC108477.2	'AC108477.2	lncRNA
ENSG00000287350	chr14	96663791	96681827	+	18037	AL137786.2	'AL137786.2	lncRNA
ENSG00000287351	chr16	89430988	89453678	+	22691	AC092120.3	'AC092120.3	lncRNA
ENSG00000287352	chr8	76162119	76308315	-	146197	AC011029.1	'AC011029.1	lncRNA
ENSG00000287354	chr1	210362861	210366948	-	4088	AL034351.4	'AL034351.4	lncRNA
ENSG00000287355	chr9	27495857	27498251	-	2395	AL451123.2	'AL451123.2	lncRNA
ENSG00000287356	chr1	2315040	2323085	+	8046	AL590822.3	'AL590822.3	lncRNA
ENSG00000287357	chr13	22589699	22593871	-	4173	AL512484.1	'AL512484.1	lncRNA
ENSG00000287358	chr10	81870778	81875133	-	4356	AL096706.1	'AL096706.1	lncRNA
ENSG00000287359	chr6	17092714	17108156	-	15443	AL138740.1	'AL138740.1	lncRNA
ENSG00000287360	chr4	14359400	14453625	+	94226	AC006296.3	'AC006296.3	lncRNA
ENSG00000287361	chr10	128965406	128968740	-	3335	AL355537.2	'AL355537.2	lncRNA
ENSG00000287362	chr2	95067074	95076900	-	9827	AC103563.9	'AC103563.9	lncRNA
ENSG00000287363	chr6	42155406	42180056	+	24651	AL096814.2	'AL096814.2	protein_coding
ENSG00000287364	chr1	195747024	195763501	-	16478	AL353709.1	'AL353709.1	lncRNA
ENSG00000287365	chr12	127451346	127455634	-	4289	AC068787.4	'AC068787.4	lncRNA
ENSG00000287366	chr3	120833936	120871794	+	37859	AC072026.3	'AC072026.3	lncRNA
ENSG00000287367	chr5	54663327	54737057	+	73731	AC016583.2	'AC016583.2	lncRNA
ENSG00000287368	chr9	34810020	34895175	+	85156	AL589645.1	'AL589645.1	lncRNA
ENSG00000287369	chr4	57110547	57111400	+	854	AC111197.1	'AC111197.1	lncRNA
ENSG00000287370	chrX	64205974	64233855	+	27882	AL356317.2	'AL356317.2	lncRNA
ENSG00000287372	chr1	90388193	90420396	-	32204	AL627316.1	'AL627316.1	lncRNA
ENSG00000287373	chr11	30773913	30850559	+	76647	AL122014.1	'AL122014.1	lncRNA
ENSG00000287374	chr1	145475606	145480999	+	5394	AC239860.4	'AC239860.4	lncRNA
ENSG00000287375	chr4	74881174	74882934	+	1761	AC098825.1	'AC098825.1	lncRNA
ENSG00000287376	chr13	24539139	24541720	-	2582	AL359538.3	'AL359538.3	lncRNA
ENSG00000287377	chr3	16361348	16370398	+	9051	AC090948.4	'AC090948.4	lncRNA
ENSG00000287378	chr3	100132903	100260264	-	127362	AC129803.1	'AC129803.1	lncRNA
ENSG00000287379	chrX	121065882	121078538	+	12657	AC006144.2	'AC006144.2	lncRNA
ENSG00000287380	chr6	71238743	71240947	+	2205	AL589935.3	'AL589935.3	lncRNA
ENSG00000287381	chr18	50647315	50651212	-	3898	AC012433.2	'AC012433.2	lncRNA
ENSG00000287382	chr4	55938153	55947996	-	9844	AC110611.2	'AC110611.2	lncRNA
ENSG00000287383	chr4	66169778	66329377	-	159600	AC110809.1	'AC110809.1	lncRNA
ENSG00000287384	chr1	11979533	11980127	-	595	AL096840.2	'AL096840.2	lncRNA
ENSG00000287385	chr14	68605396	68611732	-	6337	AL121820.3	'AL121820.3	lncRNA
ENSG00000287386	chr12	45164186	45170809	+	6624	AC009248.3	'AC009248.3	lncRNA
ENSG00000287387	chr2	43219849	43223227	+	3379	AC010883.3	'AC010883.3	lncRNA
ENSG00000287388	chr12	31627575	31652095	-	24521	AC068774.1	'AC068774.1	lncRNA
ENSG00000287389	chr4	27917753	27943065	+	25313	AC007106.2	'AC007106.2	lncRNA
ENSG00000287390	chr5	130655383	130944178	-	288796	AC006525.1	'AC006525.1	lncRNA
ENSG00000287391	chr15	87638688	87668488	+	29801	AC103871.1	'AC103871.1	lncRNA
ENSG00000287392	chr4	92183235	92265316	+	82082	AC097520.2	'AC097520.2	lncRNA
ENSG00000287393	chr6	137900585	137903576	-	2992	AL591468.2	'AL591468.2	lncRNA
ENSG00000287394	chrX	152574677	152698700	-	124024	AC244102.4	'AC244102.4	lncRNA
ENSG00000287395	chr1	230889949	230895788	+	5840	AL118511.3	'AL118511.3	lncRNA
ENSG00000287396	chr1	2814056	2817767	+	3712	AL592464.3	'AL592464.3	lncRNA
ENSG00000287397	chr6	101452917	101454245	-	1329	AP002528.1	'AP002528.1	lncRNA
ENSG00000287398	chr3	75214510	75240770	+	26261	AC117481.1	'AC117481.1	lncRNA
ENSG00000287399	chr19	23897321	23899495	+	2175	AC011503.4	'AC011503.4	lncRNA
ENSG00000287400	chr1	41241772	41338644	+	96873	AC093151.8	'AC093151.8	lncRNA
ENSG00000287401	chr4	76240740	76312098	-	71359	AC034139.1	'AC034139.1	lncRNA
ENSG00000287402	chr10	29373027	29409366	-	36340	AL158167.1	'AL158167.1	lncRNA
ENSG00000287403	chr17	80824170	80826900	-	2731	AC016245.2	'AC016245.2	lncRNA
ENSG00000287404	chr6	21233168	21271132	-	37965	AL451080.1	'AL451080.1	lncRNA
ENSG00000287405	chr2	239194118	239197654	+	3537	AC017028.2	'AC017028.2	lncRNA
ENSG00000287406	chr1	90242088	90284188	+	42101	AC098656.1	'AC098656.1	lncRNA
ENSG00000287407	chr6	170158728	170160471	-	1744	AL596442.3	'AL596442.3	lncRNA
ENSG00000287408	chr15	79331591	79337277	-	5687	AC027811.1	'AC027811.1	lncRNA
ENSG00000287409	chr7	9981516	10085494	-	103979	AC004936.1	'AC004936.1	lncRNA
ENSG00000287410	chr20	16177933	16259603	-	81671	AL161941.1	'AL161941.1	lncRNA
ENSG00000287411	chr6	170612622	170638715	+	26094	AL031259.1	'AL031259.1	lncRNA
ENSG00000287412	chr11	63495484	63500610	+	5127	AP001591.1	'AP001591.1	lncRNA
ENSG00000287413	chr6	134074123	134121433	+	47311	AL449363.2	'AL449363.2	lncRNA
ENSG00000287414	chr2	132010195	132017000	+	6806	AC093787.2	'AC093787.2	lncRNA
ENSG00000287415	chr3	40869548	40875980	+	6433	AC099541.2	'AC099541.2	lncRNA
ENSG00000287416	chr4	36902242	36913339	-	11098	AC093746.1	'AC093746.1	lncRNA
ENSG00000287417	chr3	42719401	42723136	+	3736	AC006059.4	'AC006059.4	lncRNA
ENSG00000287418	chr2	189537384	189540417	-	3034	AC013439.2	'AC013439.2	lncRNA
ENSG00000287419	chr10	103573157	103583687	-	10531	AL121929.3	'AL121929.3	lncRNA
ENSG00000287420	chr10	30529517	30554625	+	25109	AL590068.4	'AL590068.4	lncRNA
ENSG00000287421	chr3	106160417	106224375	+	63959	AC131237.1	'AC131237.1	lncRNA
ENSG00000287422	chr1	39226670	39238620	-	11951	AL442071.2	'AL442071.2	lncRNA
ENSG00000287423	chr1	233527544	233543633	-	16090	AL360006.1	'AL360006.1	lncRNA
ENSG00000287424	chr4	165647636	165757667	-	110032	AC080079.2	'AC080079.2	lncRNA
ENSG00000287425	chr11	73983449	73985562	+	2114	AP003717.4	'AP003717.4	lncRNA
ENSG00000287426	chr11	129761713	129814690	-	52978	AP003327.2	'AP003327.2	lncRNA
ENSG00000287427	chr10	128026878	128029444	-	2567	AL390236.1	'AL390236.1	lncRNA
ENSG00000287428	chr10	3296338	3298137	+	1800	AL139280.2	'AL139280.2	lncRNA
ENSG00000287429	chr16	11290569	11294906	+	4338	AC009121.4	'AC009121.4	lncRNA
ENSG00000287430	chr20	19208652	19212164	-	3513	AL136090.2	'AL136090.2	lncRNA
ENSG00000287431	chr17	81339183	81345966	-	6784	AC027601.6	'AC027601.6	lncRNA
ENSG00000287432	chr1	206147164	206166149	+	18986	AC244035.4	'AC244035.4	lncRNA
ENSG00000287433	chr4	184100482	184106038	+	5557	AC107222.2	'AC107222.2	lncRNA
ENSG00000287434	chr5	60699729	60702010	+	2282	AC109133.1	'AC109133.1	lncRNA
ENSG00000287435	chr2	73305941	73307890	-	1950	AC069404.1	'AC069404.1	lncRNA
ENSG00000287437	chr14	90291516	90294942	+	3427	AL161662.1	'AL161662.1	lncRNA
ENSG00000287438	chr13	85046001	85050096	-	4096	AL356313.1	'AL356313.1	lncRNA
ENSG00000287439	chr15	47956521	47988044	-	31524	AC092078.3	'AC092078.3	lncRNA
ENSG00000287440	chr3	126312385	126323406	+	11022	AC063919.2	'AC063919.2	lncRNA
ENSG00000287441	chr4	137751029	137755300	+	4272	AC131956.3	'AC131956.3	lncRNA
ENSG00000287442	chr12	38155476	38167631	+	12156	AC079460.2	'AC079460.2	lncRNA
ENSG00000287443	chr20	47974137	47977584	+	3448	AL357558.3	'AL357558.3	lncRNA
ENSG00000287444	chr16	50120064	50129904	+	9841	AC007610.5	'AC007610.5	lncRNA
ENSG00000287445	chr1	212430269	212432775	-	2507	AC092803.3	'AC092803.3	lncRNA
ENSG00000287446	chr22	20348758	20354387	-	5630	AC007731.5	'AC007731.5	lncRNA
ENSG00000287447	chr5	93790505	93801320	+	10816	AC099501.1	'AC099501.1	lncRNA
ENSG00000287448	chr16	35499494	35522465	+	22972	AC018558.7	'AC018558.7	lncRNA
ENSG00000287449	chr4	140577845	140579657	+	1813	AC108019.2	'AC108019.2	lncRNA
ENSG00000287451	chr2	115835129	115940291	-	105163	AC016721.1	'AC016721.1	lncRNA
ENSG00000287452	chr1	181808927	181998985	-	190059	AL161734.2	'AL161734.2	lncRNA
ENSG00000287453	chr1	69551848	69563715	+	11868	AL359894.1	'AL359894.1	lncRNA
ENSG00000287454	chr12	96229563	96235650	-	6088	AC008149.2	'AC008149.2	lncRNA
ENSG00000287455	chr12	17066368	17075631	+	9264	AC092793.1	'AC092793.1	lncRNA
ENSG00000287456	chr13	47946053	47956830	+	10778	AL157369.1	'AL157369.1	lncRNA
ENSG00000287457	chr17	62789109	62791765	+	2657	AC005821.2	'AC005821.2	lncRNA
ENSG00000287458	chr6	35650997	35652856	+	1860	AL033519.5	'AL033519.5	lncRNA
ENSG00000287459	chr14	105126750	105136974	-	10225	AL512356.5	'AL512356.5	lncRNA
ENSG00000287460	chr13	54572354	54687547	+	115194	AL442636.1	'AL442636.1	lncRNA
ENSG00000287462	chr17	12596743	12632959	-	36217	AC068442.1	'AC068442.1	lncRNA
ENSG00000287463	chr2	134718188	134725474	+	7287	AC110620.2	'AC110620.2	lncRNA
ENSG00000287464	chr8	1810823	1817113	-	6291	AC100810.7	'AC100810.7	lncRNA
ENSG00000287465	chr9	1540321	1550103	-	9783	AL358053.1	'AL358053.1	lncRNA
ENSG00000287466	chr10	129621988	129626664	-	4677	AL355531.1	'AL355531.1	lncRNA
ENSG00000287467	chr8	22545560	22548837	+	3278	AC037459.4	'AC037459.4	lncRNA
ENSG00000287468	chr2	40620667	40639632	-	18966	AC007317.2	'AC007317.2	lncRNA
ENSG00000287469	chr16	49072543	49275579	-	203037	AC044798.3	'AC044798.3	lncRNA
ENSG00000287470	chr21	38503562	38543336	+	39775	AP001037.1	'AP001037.1	lncRNA
ENSG00000287471	chr5	22212476	22213761	+	1286	AC138854.1	'AC138854.1	lncRNA
ENSG00000287472	chr1	189868381	189876160	+	7780	AL591504.2	'AL591504.2	lncRNA
ENSG00000287473	chr6	148155120	148157084	-	1965	AL359382.2	'AL359382.2	lncRNA
ENSG00000287474	chr2	75799974	76208703	+	408730	AC110614.1	'AC110614.1	lncRNA
ENSG00000287475	chr10	86395187	86400943	-	5757	AL844892.2	'AL844892.2	lncRNA
ENSG00000287476	chr8	15896267	15967950	-	71684	AC018437.3	'AC018437.3	lncRNA
ENSG00000287477	chr13	37869825	37874444	+	4620	AL356495.1	'AL356495.1	lncRNA
ENSG00000287478	chr20	55607852	55744938	-	137087	AL109829.1	'AL109829.1	lncRNA
ENSG00000287479	chr8	101275425	101280835	-	5411	AP001330.5	'AP001330.5	lncRNA
ENSG00000287480	chr9	197065	209554	-	12490	AL158832.2	'AL158832.2	lncRNA
ENSG00000287481	chr14	24861172	24865978	+	4807	AL161663.1	'AL161663.1	lncRNA
ENSG00000287482	chr15	25091786	25107469	-	15684	AC124312.5	'AC124312.5	lncRNA
ENSG00000287483	chr6	20329922	20334411	-	4490	AL132775.2	'AL132775.2	lncRNA
ENSG00000287484	chr11	1773745	1774903	+	1159	AC068580.5	'AC068580.5	lncRNA
ENSG00000287485	chr6	47374561	47397398	-	22838	AL451166.1	'AL451166.1	lncRNA
ENSG00000287486	chr5	1252006	1255976	+	3971	AC114291.2	'AC114291.2	lncRNA
ENSG00000287487	chr3	70605420	70617605	-	12186	AC104633.1	'AC104633.1	lncRNA
ENSG00000287488	chr7	79657947	79675015	+	17069	AC073048.1	'AC073048.1	lncRNA
ENSG00000287489	chr7	27873785	27876546	+	2762	AC004549.1	'AC004549.1	lncRNA
ENSG00000287492	chr14	48262021	48265609	-	3589	AL512358.2	'AL512358.2	lncRNA
ENSG00000287493	chr12	121887540	121888643	-	1104	AC069503.4	'AC069503.4	lncRNA
ENSG00000287494	chr15	64878428	64882385	-	3958	AC069368.2	'AC069368.2	lncRNA
ENSG00000287495	chr9	33730345	33734040	+	3696	AL356489.4	'AL356489.4	lncRNA
ENSG00000287496	chr19	37728596	37730733	+	2138	AC093227.3	'AC093227.3	lncRNA
ENSG00000287497	chr6	6710891	6713970	+	3080	AL031123.4	'AL031123.4	lncRNA
ENSG00000287498	chr2	217061067	217064818	-	3752	AC007749.2	'AC007749.2	lncRNA
ENSG00000287499	chr6	102350271	102369827	-	19557	AL357139.2	'AL357139.2	lncRNA
ENSG00000287500	chr15	52679474	52690077	+	10604	AC009754.2	'AC009754.2	lncRNA
ENSG00000287501	chr14	97662638	97688600	+	25963	AL163872.1	'AL163872.1	lncRNA
ENSG00000287502	chr3	57555581	57556054	-	474	AC092418.2	'AC092418.2	lncRNA
ENSG00000287503	chr15	76263197	76275387	+	12191	AC027243.3	'AC027243.3	lncRNA
ENSG00000287504	chr4	152113857	152116497	-	2641	AC079340.3	'AC079340.3	lncRNA
ENSG00000287505	chr3	524012	551657	-	27646	AC087428.1	'AC087428.1	lncRNA
ENSG00000287506	chr17	32258615	32265404	-	6790	AC026620.2	'AC026620.2	lncRNA
ENSG00000287507	chr21	43768320	43771666	+	3347	AP001053.1	'AP001053.1	lncRNA
ENSG00000287508	chr15	60642054	60659791	+	17738	AC009560.4	'AC009560.4	lncRNA
ENSG00000287509	chr18	9335269	9336242	+	974	AP001033.3	'AP001033.3	lncRNA
ENSG00000287510	chr1	30731693	30733427	+	1735	AL137857.1	'AL137857.1	lncRNA
ENSG00000287511	chr20	52072685	52096480	+	23796	AL109984.1	'AL109984.1	lncRNA
ENSG00000287512	chr4	98961083	98964790	+	3708	AC019131.3	'AC019131.3	lncRNA
ENSG00000287513	chr1	241640555	241641835	+	1281	AL133390.1	'AL133390.1	lncRNA
ENSG00000287514	chr9	36764896	36830456	+	65561	AL450267.2	'AL450267.2	lncRNA
ENSG00000287516	chr1	241413716	241468661	+	54946	AL359764.2	'AL359764.2	lncRNA
ENSG00000287517	chr7	57242681	57245931	+	3251	AC099654.16	'AC099654.16	lncRNA
ENSG00000287518	chr18	49447464	49451827	+	4364	AC100778.4	'AC100778.4	lncRNA
ENSG00000287519	chr7	77487317	77498965	-	11649	AC004921.2	'AC004921.2	lncRNA
ENSG00000287520	chr4	116720123	116739945	-	19823	AC093765.4	'AC093765.4	lncRNA
ENSG00000287521	chr7	50093279	50094123	+	845	AC034148.1	'AC034148.1	lncRNA
ENSG00000287522	chr16	8615855	8618033	-	2179	AC138420.1	'AC138420.1	lncRNA
ENSG00000287523	chr7	24318094	24445128	-	127035	AC003044.1	'AC003044.1	lncRNA
ENSG00000287524	chr2	204668863	204678698	-	9836	AC007736.1	'AC007736.1	lncRNA
ENSG00000287525	chr1	227280449	227281967	+	1519	AL627308.3	'AL627308.3	lncRNA
ENSG00000287526	chr19	33997289	34066283	-	68995	AC016587.1	'AC016587.1	lncRNA
ENSG00000287527	chr5	141822076	141825488	-	3413	AC005753.3	'AC005753.3	lncRNA
ENSG00000287528	chr10	35641097	35647826	+	6730	AL121749.2	'AL121749.2	lncRNA
ENSG00000287529	chr2	219198640	219200034	-	1395	AC068946.3	'AC068946.3	lncRNA
ENSG00000287530	chr13	23954493	23970188	+	15696	AL445985.2	'AL445985.2	lncRNA
ENSG00000287531	chr1	244184953	244187559	-	2607	AL358177.1	'AL358177.1	lncRNA
ENSG00000287532	chr1	227123895	227132394	+	8500	AL353689.3	'AL353689.3	lncRNA
ENSG00000287533	chr19	19757951	19774809	+	16859	AC011477.9	'AC011477.9	lncRNA
ENSG00000287534	chr4	54065239	54078454	+	13216	AC110792.4	'AC110792.4	lncRNA
